title,rating,genre
"Baito-saki wa ""Aku no Soshiki""!?",Unknown,"Action, Comedy, Romance"
Star Wars/Saigo no Jedai: Tokubetsu Eizou,5.1,"Sci-Fi, Parody"
Wo Shi Jiang Xiaobai,7.25,"Drama, Romance, Slice of Life"
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,6.75,"Comedy, Fantasy"
Kando≠Reduction,6.07,Music
Hanabira,5.71,Music
Original,Unknown,Music
Kakuchou Shoujo-kei Trinary: Ex.MV,6.16,"Sci-Fi, Music"
Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,7.05,"Action, Military, School"
Hataraku Onii-san!,6.36,"Slice of Life, Comedy"
Golden Time (Movie),6.99,"Comedy, Fantasy"
Ling Yu 2nd Season,6.84,Fantasy
Ling Yu 3rd Season,6.69,Fantasy
Eromanga-sensei OVA,6.91,"Comedy, Drama, Ecchi, Romance"
3D Kanojo: Real Girl,6.78,"Romance, School, Shoujo"
Owarimonogatari 2nd Season Recaps,7.83,"Mystery, Comedy, Supernatural, Vampire"
gdMen,5.91,"Comedy, Fantasy"
Yuuki Yuuna wa Yuusha de Aru: Hidamari,7.01,"Drama, Fantasy, Magic, Slice of Life"
Kyoto Animation Koushiki Twitter: Itsumo Arigatou,5.75,Slice of Life
Amanchu! Advance,7.13,"Slice of Life, Comedy, School, Shounen"
Servamp Movie: Alice in the Garden,7.19,"Action, Comedy, Supernatural, Drama, Vampire, Josei"
Lala-chan Santa no Fantasy Christmas,Unknown,"Fantasy, Kids, Music"
Kirara Fantasia,Unknown,"Magic, Fantasy"
Sentaku Jab Jab,Unknown,"Kids, Music"
Muteki no Jiichan,Unknown,"Kids, Music"
Wakamono to Koinu to Croissant,Unknown,"Kids, Music"
Tanjoubi no Chachacha,Unknown,"Kids, Music"
Shijin to Tsubame,Unknown,"Kids, Music"
Kusakeiba,Unknown,"Kids, Music, Sports"
Kyou mo Chappy End,Unknown,"Kids, Music"
Sakura no Chikai: Marronni☆Yell - Higashi no Hichou Shimotsuke-shi wo Yell!,Unknown,"Music, Supernatural"
Godzilla 2: Kessen Kidou Zoushoku Toshi,6.68,"Action, Adventure, Sci-Fi"
Sunohara-sou no Kanrinin-san,6.86,"Comedy, Slice of Life"
Chikyuu wa Guruguru Merry-Go-Round,Unknown,"Kids, Space"
Kaitou Yumenosuke,Unknown,"Kids, Magic, Music"
Kaijuu ga Yattekuru,Unknown,"Kids, Music"
Machibouke,Unknown,"Music, Kids"
Kirakira,Unknown,Music
Huyao Xiao Hongniang: Beishan Yaodi,7.54,"Comedy, Historical, Supernatural, Romance"
Huyao Xiao Hongniang: Nan Guo,7.47,"Comedy, Historical, Supernatural, Romance"
Pokemon Diamond & Pearl: Clip Show,6.21,"Action, Adventure, Comedy, Fantasy, Kids"
Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,6.82,"Mystery, Comedy, Super Power"
Caligula (TV),6.03,"Action, Sci-Fi"
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,6.81,"Slice of Life, Parody"
Sengoku Night Blood: Ongaku Dai Tokushuu,6.27,"Fantasy, Historical, Music, Romance"
Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou,5.08,Comedy
Toho Cinemas x Pokemon Go,5.51,Comedy
Gintama.: Shirogane no Tamashii-hen,8.81,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
25-sai no Joshikousei,5.54,"Ecchi, Romance, School"
Sousha wa Tada Senaka to Teikin de Kataru Nomi,5.46,Music
Youtai Nuhai Zai Shanghai 2: Xianglian Mima,Unknown,"Military, Historical, Drama"
Fruits 5 Shimai,Unknown,"Music, Kids"
Nanatsu no Bitoku,5.21,"Ecchi, Fantasy"
Aishen Qiaokeli-ing...II,7.23,"Harem, Comedy, Romance, School"
Nariyuki→Papakatsu Girls!! The Animation,6.84,Hentai
Bousai Keihatsu Douga,Unknown,Slice of Life
Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,6.85,Comedy
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (ONA),Unknown,"Sci-Fi, Adventure, Police, Mecha"
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu Movie,Unknown,"Sci-Fi, Adventure, Police, Mecha"
Usuzumizakura: Garo,6.17,"Action, Demons, Fantasy, Magic, Supernatural"
Itazura Majo to Nemuranai Machi,6,"Action, Police, Magic, Fantasy"
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.74,"Sci-Fi, Adventure, Mystery, Drama, Fantasy"
Akkun to Kanojo,6.83,"Comedy, Josei, Romance, School"
Tokyo Girls Collection 2016 A/W x Osomatsu-san Special Movie,Unknown,Comedy
LayereD Stories Zero,Unknown,"Game, Sci-Fi"
Toho Cinemas & I Love Snoopy: The Peanuts Movie Collab Logo Eizou,5.65,Comedy
Ultraman,6.75,"Action, Sci-Fi, Seinen, Super Power"
Back Street Girls: Gokudolls,6.93,"Comedy, Ecchi, Seinen"
Aware! Meisaku-kun: Oronamin C,Unknown,"Comedy, Parody"
Akuma no Memumemu-chan,5.67,"Comedy, Demons, Ecchi, Shounen"
Furifure 2,6.48,Hentai
Dennou Senshi Dokan-kun,Unknown,Comedy
Arifureta Shokugyou de Sekai Saikyou,6.52,"Action, Adventure, Fantasy, Harem"
Wares: Beyond,Unknown,Mecha
Hisone to Maso-tan,7.37,"Comedy, Drama, Fantasy, Military"
Saenai Heroine no Sodatekata Fine,8.48,"Harem, Comedy, Romance, Ecchi, School"
Chikatetsu ni Noru,5.77,Slice of Life
Oyasumi Sex,6.81,Hentai
dMatsu-san,6.13,"Comedy, Parody"
Inazma Delivery: Dougyousha Attack-hen,6.25,"Action, Sci-Fi, Comedy"
"Nee, ...Shiyo♥",6.52,Hentai
Boku no Hero Academia the Movie 1: Futari no Hero,7.7,"Action, Shounen, Super Power"
Mahou Shoujo Ore,6.64,"Comedy, Fantasy, Magic"
Kengan Ashura,7.47,"Action, Martial Arts"
Aggressive Retsuko (ONA),7.7,"Slice of Life, Comedy"
Mentori,Unknown,"Comedy, Parody"
Jashin-chan Dropkick,6.94,"Comedy, Supernatural"
Nippen no Miko-chan,Unknown,Comedy
Wu Geng Ji 2nd Season,7.61,"Action, Historical, Supernatural, Martial Arts, Fantasy"
Inazuma Eleven x Kaitou Gru no Tsuki Dorobou,5.86,Comedy
Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,6.35,"Comedy, School"
Fate/Grand Order: Moonlight/Lostroom,6.27,"Action, Supernatural, Magic, Fantasy"
Happy Happy Party!,6.25,Music
Shuwarin☆Dorimin,6.31,Music
Black Shout,6.93,Music
That Is How I Roll!,6.38,Music
Egao no Orquesta!,6.24,Music
Nanatsu no Taizai: Imashime no Fukkatsu Joshou,7.29,"Action, Comedy, Super Power, Magic, Fantasy, Shounen"
Pretty All Friends,Unknown,"Music, Slice of Life, Sports"
Pokemon Movie 21: Minna no Monogatari,7.19,"Action, Game, Adventure, Comedy, Kids, Fantasy"
Evil or Live Recap,5.18,"Psychological, School"
Ura Jutaijima,6.82,Hentai
Captain Tsubasa (2018),7.42,"Action, Sports, Shounen"
Mirai no Mirai,7.32,"Adventure, Drama, Fantasy"
Virtua Fighter: Costomize Clip,Unknown,"Action, Drama, Martial Arts, Music"
Cinderella Girls Gekijou 2nd Season Specials,6.37,"Slice of Life, Comedy"
Tachibanakan Triangle,5.58,"Comedy, Ecchi, Shoujo Ai"
Himote House,5.72,"Comedy, Super Power"
Dragon Ball Super Movie: Broly,8.1,"Action, Adventure, Super Power, Martial Arts, Fantasy, Shounen"
Pochitto Hatsumei: Pikachin-Kit,Unknown,"Comedy, Kids"
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,8.08,"Ecchi, School, Shounen"
Yuragi-sou no Yuuna-san OVA,7.08,"Harem, Comedy, Supernatural, Romance, Ecchi, Shounen"
Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,7.41,"Action, Adventure, Comedy, Demons, Supernatural, Martial Arts, Shounen"
Tennis no Ouji-sama: Best Games!!,Unknown,"Action, Comedy, Sports, School, Shounen"
Break Go!Ga!,Unknown,"Game, Shounen"
Tales of the Rays Gekijou,6.17,"Comedy, Fantasy, Parody"
Jewelry The Animation,6.56,"Hentai, Romance"
Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,7.48,"Drama, Shounen"
IDOLiSH7 Vibrato,7.95,Music
Bonobono: Uchuu kara Kita Tomodachi,Unknown,"Adventure, Comedy, Kids"
Lupin III: Lupin wa Ima mo Moete Iru ka?,6.97,"Action, Adventure, Comedy, Seinen"
Panda no Blues,Unknown,Music
Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,Unknown,"Comedy, Kids, Mystery"
Hetchara Heiki no Heihachirou,Unknown,"Music, Kids"
Ekimemo!,Unknown,Game
Cutie Honey Universe,5.43,"Action, Comedy, Magic, Romance, Sci-Fi, Shounen"
Annyeong Totobi,Unknown,Kids
Tanuki to Kitsune,Unknown,Comedy
Neko no Dayan (2017),Unknown,Kids
Micchiri Neko,6.8,"Comedy, Kids"
Oshiri Tantei: Puputto Fumutto Kaiketsu Dance,5.19,"Comedy, Kids, Music"
Non Non Biyori Movie: Vacation,8.22,"Comedy, Seinen, Slice of Life"
Lupin III 3DCG,6.19,"Action, Thriller"
Tomie,5.93,"Drama, Horror, Josei, Supernatural"
Chao Zhi Neng Zu Qiu,6.38,"Comedy, Sports"
Precure Super Stars! Movie,6.69,"Action, Fantasy, Magic"
Jian Wangchao,5.98,"Action, Historical"
Zoku Owarimonogatari,8.5,"Mystery, Comedy, Supernatural, Vampire"
Bernard-jou Iwaku.: Ofuro Dokusho,5.73,Comedy
Uchi no Oochopus,Unknown,Kids
Hinomaruzumou,7.6,"Martial Arts, Shounen, Sports"
Tsukipro The Animation 2nd Season,Unknown,Music
Watashi wa Buranko,Unknown,"Music, Kids"
Boku to Sakana no Monogatari,Unknown,"Music, Kids"
Negaigoto no Mochigusare,Unknown,"Music, Kids"
Animegatari x Shingeki no Kyojin Collab Eizou,6.52,Comedy
Sex: Prologue,Unknown,"Action, Drama, School, Seinen"
Kensaku to Enjin no ABC Days,Unknown,Kids
Season's Greetings from dwarf,Unknown,Kids
Woo to Wah,Unknown,Comedy
Iya na Kao sare nagara Opantsu Misete Moraitai,5.73,Ecchi
Layton Mystery Tanteisha: Katri no Nazotoki File,7.26,"Mystery, Comedy, Kids"
Momoya Norihei Anime CM,Unknown,"Comedy, Parody"
Koukaku no Pandora: Pandoradio,5.93,"Sci-Fi, Comedy"
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,7.61,"Music, School, Slice of Life"
Panpaka Pants x Lala-chan,Unknown,"Game, Kids"
Hoozuki no Reitetsu 2nd Season: Sono Ni,7.84,"Comedy, Demons, Fantasy, Seinen, Supernatural"
Mahoutsukai no Yome Recap,7.24,"Slice of Life, Magic, Fantasy, Shounen"
Emiya-san Chi no Kyou no Gohan,7.82,"Slice of Life, Comedy"
Drifters: Kokuou-sama Goranshin,5.63,"Comedy, Parody"
Binan Koukou Chikyuu Boueibu Happy Kiss!,6.51,"Comedy, Magic, Parody, School, Slice of Life"
"Animegataris: Yuku Toshi, Kuru Toshi",5.9,Comedy
Guomin Laogong Dai Huijia 2nd season,6.45,"Drama, Romance, School"
Imouto sae Ireba Ii. (ONA),6.58,Comedy
Drifters (OVA): Kokuou-sama Goranshin,6.44,"Comedy, Parody"
Imouto sae Ireba Ii. (ONA) Specials,6.6,Comedy
Sore Ike! Anpanman: Kagayake! Kurun to Inochi no Hoshi,Unknown,"Comedy, Kids, Fantasy"
Petit☆Dream Stars! Let's La Cooking? Showtime!,6,"Slice of Life, Magic, Fantasy"
"Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season e, Mata?",Unknown,"Comedy, Parody, Super Power"
Youjo Senki Movie,8.28,"Action, Military, Magic"
Jian Wangchao 2,Unknown,Action
Shiawase Daifuku,Unknown,"Music, Kids"
Konpeitou,Unknown,"Music, Kids"
Jiiji no e Tegami: Grandfather's Letter,Unknown,"Kids, Music"
123,4.84,"Kids, Music"
Okome Kakurenbo,Unknown,"Kids, Music"
Yume no Tochuu de,Unknown,"Kids, Music"
Hana Ichi Monme,Unknown,"Game, Music, Kids"
Hoshi to Niji to,Unknown,"Kids, Music"
Hoshizora no Orgel,Unknown,"Kids, Music, Space"
Naite Ita Onnanoko,Unknown,"Kids, Music"
Soratobu Penguin,Unknown,"Kids, Music, Romance"
Daremo Shiranai,Unknown,"Kids, Music"
Yuki Matsuri,Unknown,"Kids, Music"
Quanzhi Gaoshou Specials,8.31,"Action, Game"
Uchuu Senkan Yamato Pilot Film,5.81,"Military, Sci-Fi, Space"
Kakegurui××,7.33,"Drama, Game, Mystery, Psychological, School, Shounen"
Overlord: Ple Ple Pleiades 2,6.85,"Action, Comedy, Fantasy, Magic"
Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu,6.84,Hentai
Cherry & Gal's↑↑,6.33,Hentai
Hitori no Shita: The Outcast Recap,6.34,"Action, Super Power, Supernatural"
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",8.32,"Drama, Fantasy, Slice of Life"
Puzzle & Dragon,Unknown,"Game, Kids"
Xiong Chumo Zhi: Guonian,Unknown,"Adventure, Comedy, Kids"
Xiong Chumo Zhi: Nianhuo,Unknown,"Adventure, Comedy, Kids"
Xiong Chumo Zhi: Xiong Zin Guilai,Unknown,"Adventure, Comedy, Kids"
Xiong Chumo Zhi: Qihuan Kongjian,Unknown,"Sci-Fi, Adventure, Kids"
Xiong Chumo Zhi: Xiongxiong Leyuan,Unknown,"Adventure, Comedy, Kids"
Xiong Chumo Zhi: Tanxian Riji,Unknown,"Adventure, Comedy, Kids"
Danganronpa 3: Monokuma Gekijou,7.03,"Comedy, Parody"
Slow Start: Web Yokoku Movie,6,Slice of Life
Grand Blue,8.41,"Slice of Life, Comedy, Seinen"
Kitsune no Koe,6.43,Music
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,7.54,"Slice of Life, Fantasy, Seinen"
Doraemon Anniversary 25,6.25,"Comedy, Kids, Sci-Fi, Shounen"
Taka no Tsume 7: Joou Heika no Jobuubu,Unknown,"Comedy, Parody, Super Power"
Bakutsuri Bar Hunter,Unknown,"Adventure, Kids"
Sora yori mo Tooi Basho: Yokoku,6.59,"Slice of Life, Comedy"
THE iDOLM@STER Cinderella Girls: Starlight Stage - Shinshun! Happy New Year Campaign,5.94,"Game, Music"
Nobunaga no Shinobi: Anegawa Ishiyama-hen,7.05,"Comedy, Historical"
Saimin☆Gakuen,6.27,Hentai
Tenkousei wa Kounin Kaikeishi!,Unknown,"Slice of Life, School"
Islay,Unknown,Music
Shounen,Unknown,Music
Cute Kenkyuukai,Unknown,Music
Koyomi History,6.59,Comedy
Gegege no Kitarou (2018),7.23,"Comedy, Demons, Supernatural, Shounen"
Hataraku Saibou (TV),7.64,"Comedy, Shounen"
Nishitesu CMs,Unknown,"Slice of Life, Cars"
Alphard x Taka no Tsume,5.18,"Cars, Parody"
Nikuiyo! Galbi-kun: Kemuri ga Me ni Shimiru,Unknown,Comedy
Morimori Shima no Mogu to Perol,Unknown,Kids
Complex x Complex,Unknown,School
Nou Nen feat. Utae,4.83,"Music, Dementia, Ecchi"
"Dies Irae: Marie's Memory ""Michi ni Tsuuzu Kiseki""",5.71,"Action, Super Power, Magic"
Xing You Ji: Fengbao Famila,Unknown,"Sci-Fi, Adventure, Fantasy"
Douluo Dalu,7.85,"Action, Adventure, Fantasy, Historical, Martial Arts, Romance"
Marvel Future Avengers 2nd Season,6.17,"Action, Super Power, Kids"
Shaonian Jinyiwei 2nd Season,Unknown,"Adventure, Mystery, Historical, Romance, Martial Arts"
Warai Kawasemi ni Hanasu na yo,Unknown,"Music, Kids"
Grimms Notes The Animation,5.99,"Action, Adventure, Magic, Fantasy"
Yumi-chan no Hikkoshi: Sayonara Tsutomu-kun,Unknown,"Music, Kids"
Yao Shen Ji 2nd Season,7.39,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy"
Kuro Kishi to Shiro no Maou VR Sennyuu! Maoujou-hen,Unknown,"Action, Game, Fantasy"
Chokkan × Algorhythm♪,Unknown,"Music, Comedy"
Chikasugi Idol Akae-chan Specials,Unknown,"Comedy, Game, Parody"
Sakkai Eightraid,Unknown,"Action, Fantasy"
Asobi Asobase,8.19,"Comedy, School"
Nanatsu no Bitoku Specials,5.48,"Ecchi, Fantasy"
Chichibu de Buchichi,5.86,Slice of Life
Mi Yu Xing Zhe,7.42,"Mystery, Psychological, Thriller"
Doupo Cangqiong 2nd Season,7.62,"Action, Adventure, Historical, Demons, Romance, Martial Arts, Fantasy"
Da Shi Jie,5.97,"Psychological, Thriller"
Kiratto Pri☆chan,6.93,"Music, Slice of Life, Magic, Shoujo"
Mao Yu Tao Hua Yuan,Unknown,"Adventure, Comedy, Fantasy"
A Tang Qi Yu,Unknown,"Adventure, Comedy, Kids"
Guomin Laogong Dai Huijia 3rd Season,6.14,"Drama, Romance"
Ze Tian Ji 2nd Season,7.06,"Action, Adventure, Fantasy"
Ze Tian Ji 3rd Season,6.95,"Action, Adventure, Fantasy"
Mang Huang Ji,5.86,"Action, Adventure, Fantasy, Historical, Martial Arts"
Kuiba Yao Xia Zhuan,Unknown,"Action, Adventure, Fantasy"
Fumikiri Jikan,6.39,"Comedy, Slice of Life"
Morinaga Nyuugyou x Mary to Majo no Hana,5.67,"Slice of Life, Magic"
Karasu to Kaki no Tane,Unknown,"Music, Kids"
Yoninme no Ousama,Unknown,"Music, Kids"
Kazaguruma,Unknown,"Music, Kids"
Ni ga Mushi Ojisan,Unknown,"Kids, Music"
Arigatou,Unknown,"Music, Kids"
Arigatou (2010),Unknown,"Music, Kids"
Hana (Music),Unknown,"Music, Kids"
Shippo no Kimochi,Unknown,"Music, Kids, Romance"
Senaka de Twist,Unknown,"Music, Kids"
Radiant,6.87,"Action, Adventure, Fantasy, Magic"
Aikatsu Friends!,7.1,"Music, Slice of Life, School, Shoujo"
Anima Yell!,6.93,"Comedy, School, Sports"
Zuori Qing Kong,6.76,"Drama, Romance, School, Slice of Life"
Mo Dao Zu Shi,8.5,"Action, Adventure, Mystery, Historical, Supernatural"
Sheng Shi Zhuang Niang,6.73,"Game, Historical, Drama, Romance, Shoujo"
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic"
Mirai no Hito e,Unknown,Music
The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,Unknown,Comedy
Heat Meat Up: Kokusan Sengen,Unknown,Music
Xiongmao He Xiao Yan Shu,Unknown,"Comedy, Kids"
Release the Spyce,6.97,"Action, School"
Tsun M! Gyutto Shibatte Shidoushite The Animation,6.49,Hentai
Ore ga Kanojo wo *su Wake,6.48,Hentai
JK to Inkou Kyoushi 4 feat. Ero Giin-sensei,6.42,"Hentai, School"
Xiao Hua Xian,Unknown,"Kids, Magic"
Tian Shu Qi Tan,Unknown,Adventure
Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,6.54,"Action, Adventure, Magic, Fantasy"
Muttsuri Dosukebe Tsuyu Gibo Shimai no Honshitsu Minuite Sex Sanmai,7.26,Hentai
Aware! Meisaku-kun: Human Academy Robot Kyoushitsu,Unknown,"Comedy, Parody, Kids"
Hoshi to Tsubasa no Paradox,Unknown,"Action, Sci-Fi, Mecha"
Kataribe Jinkou Chinou ga Tsubuyaku Noroi no Yogen,4.83,"Horror, Seinen, Thriller"
Gan Gan Ganko-chan 2nd Season,Unknown,"Sci-Fi, Comedy, Kids"
Gundam Build Divers,6.31,"Action, Sci-Fi, Mecha"
"Moshimoshi, Terumi Desu.",Unknown,"Slice of Life, Seinen"
Gundam Build Divers Prologue,6.51,"Action, Sci-Fi, Mecha"
DC Super Heroes vs Taka no Tsume-dan Promotion Eizou,5.01,"Comedy, Parody, Super Power"
Last Period: Owarinaki Rasen no Monogatari,6.45,"Action, Adventure, Comedy, Fantasy, Magic"
Genki Genki Non-tan: Obake Mura Meiro,Unknown,"Music, Kids"
Chainsaw Bunny: Deleted Scene,4.87,"Horror, Supernatural, Thriller"
Omae wa Mada Gunma wo Shiranai,5.23,"Comedy, School"
Hanebado!,6.93,"Seinen, Sports"
Ta ga Tame no Alchemist,6.43,"Action, Adventure, Magic, Fantasy"
Quiz Tokiko-san,Unknown,"Game, Slice of Life"
Overlord: Oukoku no Kan-tachi - Drama CD-tsuki Tokusou-ban,6.2,Comedy
God Eater Reso Nantoka Gekijou,5.66,"Fantasy, Military, Parody, Sci-Fi"
Ano Ko Secret,7.3,"Music, Romance"
Go-chan.: Moko to Koori no Ue no Yakusoku,Unknown,"Adventure, Kids"
Z/X: Code Reunion,5.7,"Sci-Fi, Fantasy, School, Shounen"
Kujira no Kora wa Sajou ni Manabu!,6.7,"Mystery, Comedy, Drama, Fantasy, School, Shoujo"
Qiezi Mabo Forever,Unknown,Music
Beatless Intermission,5.43,"Action, Drama, Romance, Sci-Fi"
Sword Art Online Fatal Bullet: The Third Episode - Pilot-ban,5.73,Game
Eyedrops Special Episode,Unknown,Space
Tenka Touitsu Koi no Ran: Shutsujin! Saika 4-nin Shuu,Unknown,"Historical, Drama, Romance, Samurai"
Joshiochi!: 2-kai kara Onnanoko ga... Futtekita!?,6.4,"Comedy, Ecchi"
Beyblade Burst Chouzetsu,6.3,"Action, Sci-Fi, Adventure, Sports, Shounen"
Tanuki to Kitsune Specials,Unknown,Comedy
"Ippun de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku",5.12,"Historical, Parody"
It's My Life,5.75,"Comedy, Fantasy"
Tsuma Netori: Ryoujoku Rinne,6.43,Hentai
Ani x Para: Anata no Hero wa Dare desu ka,Unknown,Sports
Mo Ri Shu Guang,6.3,"Action, Horror, Psychological, Supernatural, Thriller, Shounen Ai"
Fei Ren Zai,7.11,"Slice of Life, Comedy, Supernatural"
Wo Jia Da Shixiong Naozi You Keng,6.6,"Action, Adventure, Comedy, Historical, Martial Arts"
Wangu Xian Qiong II,6.86,"Adventure, Comedy, Fantasy"
Xiao Liyu Lixian Ji,Unknown,"Adventure, Kids, Magic, Fantasy"
Kemurikusa (TV),7.07,"Fantasy, Sci-Fi"
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,7.3,"Action, Super Power, Supernatural"
K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,7.11,"Action, Super Power, Supernatural"
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,7.44,"Action, Super Power, Supernatural"
K: Seven Stories Movie 5 - Memory of Red - Burn,7.62,"Action, Super Power, Supernatural"
K: Seven Stories Movie 6 - Circle Vision - Nameless Song,7.13,"Action, Super Power, Supernatural"
K: Seven Stories - The Idol K,5.69,"Music, Comedy, Parody"
Kemurikusa,5.85,"Action, Adventure, Sci-Fi"
Cocktail Prince: Shaking Night!!,5.88,"Harem, Music"
Toji no Miko: Kizamishi Issen no Tomoshibi,5.9,"Action, Comedy"
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,5.47,Ecchi
Youkai Watch: Shadow Side,6.58,"Comedy, Demons, Kids, Supernatural"
Kuroneko Monroe,Unknown,Comedy
Japan World Cup,Unknown,"Comedy, Parody"
Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,Unknown,"Slice of Life, Magic, Fantasy"
Star Wars/Force no Kakusei,5.42,Sci-Fi
Nara-shi x Inoue Ryou,Unknown,"Music, Comedy"
Hakodate Musical,Unknown,Music
Sara Ke Puccho,Unknown,Parody
Chuukan Kanriroku Tonegawa,7.14,"Comedy, Parody, Psychological, Drama, Seinen"
Venus Blood: Brave,6.13,Hentai
Yuru Camp△ Specials,7.53,"Slice of Life, Comedy"
Working Boys,Unknown,Kids
Hello Kagerou,5.75,Music
Plunderer,6.5,"Action, Ecchi, Fantasy, Shounen"
Etotama: Nyankyaku Banrai,Unknown,"Action, Comedy, Fantasy"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,7.24,"Action, Adventure, Comedy, Romance, Fantasy"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,7.44,"Action, Adventure, Comedy, Fantasy, Romance"
Goblin Slayer,7.46,"Action, Adventure, Fantasy"
Obake de Ii kara Hayaku Kite,Unknown,"Kids, Music"
Ten made Tobaso,Unknown,"Music, Space, Kids"
Quote,6.08,Music
Irotoridori no Melody,5.25,Music
Outsider:Requiem,5.25,Music
Prism,5.35,Music
Boat Race Marugame Image Talent Mimika,Unknown,Sports
Kekkero Ke,Unknown,Comedy
Imouto Paradise! 3 The Animation,6.65,Hentai
Sword Art Online Fatal Bullet: The Third Episode,6.13,"Action, Game, Military, Sci-Fi, Psychological, Fantasy"
Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,7.2,"Action, Comedy, Super Power, Supernatural, Vampire, Fantasy, Shounen"
Oshie to Tabi Suru Otoko,Unknown,"Mystery, Psychological"
Shounen Ashibe: Go! Go! Goma-chan 3,5.75,"Slice of Life, Comedy, Seinen"
Neko Neko Nihonshi 3rd Season,Unknown,"Historical, Parody, Kids, Samurai"
The Perfect World,7.57,Music
Pastel Memories,5.12,"Action, Sci-Fi, Adventure"
Masamune-kun no Revenge OVA,6.54,"Harem, Comedy, Romance, School, Shounen"
Chihayafuru 3,8.52,"Game, Slice of Life, Sports, Drama, School, Josei"
Fire Bird,5.67,Music
Tough Boy,Unknown,"Action, Music, Parody"
Calicula Machine,Unknown,Dementia
Wata no Kuni Hoshi Pilot,5.82,"Fantasy, Shoujo"
Souten no Ken: Regenesis 2nd Season,6.13,"Action, Historical, Martial Arts"
Xi Yang Yang Yu Hui Tai Lang: Zhi Xi Qi Yang Yang Guo She Nian,Unknown,"Adventure, Comedy, Kids"
Xi Yang Yang Yu Hui Tai Lang: Zhi Fei Ma Qi Yu Ji,Unknown,"Adventure, Comedy, Kids"
Xi Yang Yang Yu Hui Tai Lang: Zhi Yang Nian Xi Yang Yang,Unknown,"Adventure, Comedy, Kids"
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.86,"Comedy, Fantasy"
Zoids Wild,6.29,"Action, Sci-Fi, Adventure, Comedy, Mecha"
Shikioriori,7.17,"Drama, Romance, Slice of Life"
PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,6.31,"Magic, Shoujo, Slice of Life"
Irotoridori,Unknown,"Kids, Music"
No Game No Life: Zero - Manner Movie,6.86,Comedy
Ahiru no Sora,7.35,"Comedy, Sports, Drama, School, Shounen"
Circus,5.43,"Game, Music"
Dokidoki Little Ooyasan,7.25,Hentai
Shampoo no Nioi ga Shita,6.23,Music
Penguin Highway,7.65,"Fantasy, Sci-Fi"
Taishou Mebiusline: Chicchai-san - You and I,4.97,"Historical, Shounen Ai"
Tabechatta tte Ii no ni na!,Unknown,"Slice of Life, Comedy"
Polka Dot,5.12,Music
Stereo,Unknown,Music
Ookami Kodomo no Ame to Yuki x House Shokuhin Stew CM,5.55,Slice of Life
Kyushu Love Milk Club,Unknown,Slice of Life
Mori no Kokoro-Koro,Unknown,Fantasy
MaxValu Kyushu,Unknown,Slice of Life
Cinderella Girls Gekijou 3rd Season,6.53,"Comedy, Slice of Life"
Shiawase Pasta Story,Unknown,"Magic, Slice of Life"
Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season,6.39,"Slice of Life, Comedy"
Sarazanmai,7.54,"Action, Supernatural, Fantasy"
