title,rating,genres
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,7.47,"Harem, Music, Romance, School, Shoujo"
Dark,5.53,Hentai
Kimagure Orange☆Road: Shounen Jump Special,6.61,"Romance, Drama, Shounen"
Gloria: Kindan no Ketsuzoku,5.52,"Drama, Hentai, Mystery, Romance"
Shin Hurricane Polymar,5.88,"Action, Martial Arts, Super Power, Sci-Fi"
Rokushin Gattai GodMars,6.28,"Action, Mecha, Sci-Fi, Space"
Aru Tabibito no Nikki Specials,6.39,"Adventure, Fantasy"
Sexy Sailor Soldiers,5.49,"Action, Comedy, Hentai, Super Power"
The Guts!,6.32,Hentai
iDOLM@STER Xenoglossia Specials,6,"Comedy, Mecha, Sci-Fi"
Blassreiter,6.94,"Action, Sci-Fi"
Sky Girls Specials,6.54,"Comedy, Mecha, Military, Sci-Fi"
Haitoku no Shoujo,5.75,"Hentai, Psychological"
Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,6.4,"Comedy, Ecchi, Magic"
Jungle no Ouja Taa-chan,7.01,"Action, Comedy, Parody"
Sumomomo Momomo: Chijou Saikyou no Yome Specials,6.94,"Comedy, Ecchi, Martial Arts, Romance"
Shigofumi,7.49,"Drama, Fantasy, Psychological, Supernatural, Thriller"
Kodomo no Omocha,7.12,"Comedy, Drama, School, Shoujo"
Donburi Kazoku,5.93,Hentai
Porphy no Nagai Tabi,6.99,"Drama, Historical, Kids, Slice of Life"
Meiken Lassie,6.73,"Adventure, Slice of Life, Kids"
Oni-Tensei,6.16,"Hentai, Horror, Supernatural"
Injuu vs. Onna Spy,5.46,"Hentai, Horror"
Blame! Special,5.36,"Mecha, Sci-Fi"
Blame! Prologue,5.49,"Action, Mecha, Sci-Fi"
Chou Mashin Eiyuuden Wataru,6.91,"Action, Adventure, Comedy, Mecha"
Go-Q-Choji Ikkiman,6.43,"Sci-Fi, Sports"
Hey! Bumboo,6.07,"Adventure, Cars, Kids"
Joou Heika no Petite Angie,6.38,"Historical, Mystery, Shoujo"
Meme Iroiro Yume no Tabi,6.6,"Adventure, Kids, Sci-Fi"
Mister Ajikko,7.07,"Comedy, Shounen"
Moero! Top Striker,6.7,"Action, Shounen, Sports"
Darcrows,5.74,Hentai
Ninpou Midare Karakuri,6.14,Hentai
The☆Ultraman,6.37,"Action, Sci-Fi, Space, Super Power"
Biohazard: Degeneration,7.05,"Action, Horror, Sci-Fi"
Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,6.96,"Sci-Fi, Comedy, Mecha"
Mad★Bull 34,6.32,"Action, Police"
Kamichu! Specials,7.49,"Slice of Life, Comedy, Supernatural, Drama"
Onna Kyoushi,6,Hentai
Kowaremono,5.61,Hentai
To LOVE-Ru,7.07,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen"
Candy☆Boy: Side Story For Archive,6.85,"Romance, School, Shoujo Ai"
Vampire Knight,7.03,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire"
Bosco Daibouken,6.95,"Kids, Adventure, Fantasy"
Gensou Jotan Ellcia,5.98,"Adventure, Fantasy"
Minky Momo in Yume ni Kakeru Hashi,7.06,"Drama, Shoujo, Slice of Life"
A.LI.CE,4.97,Sci-Fi
Kemeko Deluxe!,6.59,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen"
Nagasaki 1945: Angelus no Kane,6.48,"Drama, Historical, Military"
Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,7.6,"Adventure, Psychological, Fantasy"
Nogizaka Haruka no Himitsu,7.24,"Comedy, Romance"
Maria-sama ga Miteru Specials,7.37,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life"
Maria-sama ga Miteru: Haru Specials,7.34,"Slice of Life, Romance, School, Drama, Shoujo, Shoujo Ai"
Special A,7.56,"Comedy, Romance, School, Shoujo"
Tenrankai no E,6.26,Comedy
Souseiki,5.52,Parody
Push,6.27,Parody
Muramasa,6.21,"Historical, Horror, Martial Arts, Samurai"
Mrs. Junkie,6.7,Hentai
Taimanin Asagi,6.87,"Action, Demons, Hentai, Martial Arts, Supernatural"
Nayuta,5.56,"Action, Sci-Fi, Shoujo"
Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,6.45,"Action, Mecha, Sci-Fi, Shounen"
Madonna,6.23,"Sports, Comedy, School"
Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,6.97,"Comedy, Drama, Romance, Seinen"
Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,6.78,"Comedy, Drama, Romance, Seinen"
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,7.2,"Sci-Fi, Comedy, Mecha"
Yuusha Tokkyuu Might Gaine,6.91,"Action, Sci-Fi, Adventure, Mecha"
Genji Monogatari,6.47,"Drama, Historical, Romance"
Rayca,4.88,Sci-Fi
Ryuusei no Rockman Tribe,6.97,Adventure
Ougon no Hou: El Cantare no Rekishikan,5.29,"Historical, Fantasy"
Shin Onimusha: Dawn of Dreams the Story,5.98,"Action, Historical, Demons, Martial Arts, Samurai"
DinoZone,5.63,"Adventure, Sci-Fi, Shounen"
Wellber no Monogatari: Sisters of Wellber Zwei,6.85,"Adventure, Fantasy, Historical, Romance"
Kanokon,6.46,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural"
Yuusha Shirei Dagwon,6.87,"Action, Adventure, Martial Arts, Mecha, Super Power, School"
Connected,5.98,"Dementia, Music, Sci-Fi"
Survival,6.17,"Dementia, Drama, Music, Psychological, School, Supernatural"
Genius Party,7.21,"Action, Sci-Fi, Music, Dementia, Psychological, Romance, Fantasy, Mecha"
Riki-Oh: Toukatsu Jigoku,6,"Action, Martial Arts, Super Power, Seinen"
Riki-Oh 2: Horobi no Ko,5.28,"Action, Martial Arts, Super Power, Seinen"
Tenshi Nanka ja Nai,6.16,"Comedy, Drama, Shoujo"
Tanjou: Debut,5.13,"Slice of Life, Romance, Supernatural"
Saint Seiya: Meiou Hades Elysion-hen,7.59,"Action, Fantasy, Shounen, Super Power"
Hal & Bons,5.13,"Slice of Life, Comedy"
Ginga no Uo Ursa Minor Blue,6.24,"Fantasy, Kids"
Garakuta-doori no Stain,6.55,Comedy
Choujin Locke,6.37,"Action, Sci-Fi, Super Power"
Extra,5.96,"Action, Sci-Fi, Music, Dementia, Horror"
Mahou Shoujo Meruru,5.62,"Adventure, Fantasy, Magic, Hentai"
Lesbian Byoutou,5.48,Hentai
Kowaremono II,5.53,Hentai
Virtuacall 2,5.37,Hentai
Shinjin Tour Conductor,5.47,Hentai
Shino-sensei no Yuuwaku Jugyou,5.99,Hentai
Gakuentoshi Varanoir Joukan,4.77,"Action, Magic"
Seijuuden: Twin Dolls,5.57,"Action, Demons, Hentai, Magic, Supernatural"
Neko Ramen,6.23,Comedy
Youshou,5.23,"Demons, Hentai, Horror"
Cleavage,6.66,Hentai
Dorei Kaigo,6.16,Hentai
Utsukushiki Emono-tachi no Gakuen,5.47,Hentai
Henbou Moral Hazard,4.71,Hentai
Kouin Tenshi: Haitoku no Lycéenne,4.91,Hentai
Mechiku,5.06,Hentai
Kiss yori...,5.83,Hentai
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.76,"Slice of Life, Comedy, Police"
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,6.63,"Comedy, Police"
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen,6.76,"Comedy, Police"
Allison to Lillia,7.35,"Action, Adventure, Shounen"
Midori no Makibao,6.45,"Sports, Comedy"
Dragon Rider,5.68,Hentai
Reyon Densetsu Flair,5.03,"Action, Demons, Fantasy, Hentai"
Soukan Rensa,5.67,Hentai
Shoujo Auction,5.97,Hentai
Doukyuusei (OVA): Natsu no Owari ni,5.59,"Harem, Hentai, Drama, Romance"
Stringendo: Angel-tachi no Private Lesson,7.42,Hentai
Karen,5.83,Hentai
Dennou Boukenki Webdiver,6.89,"Adventure, Mecha, Sci-Fi, Shounen"
Chu^2,5.08,Hentai
Momone,5.29,Hentai
Pianist,5.02,Hentai
U-Jin Brand,5.48,Hentai
Hika Ryoujoku: Wana ni Hamatta Futari,5.27,Hentai
Renzu: Futari no Kyori,5.22,Hentai
Ganbarist! Shun,7.2,"Comedy, Shounen, Sports"
Injuu Seisen: Twin Angels,5.64,"Hentai, Horror"
Yadosagashi,6.51,"Adventure, Fantasy, Kids, Slice of Life"
Mach GoGoGo (1997),6.31,"Adventure, Cars"
Macross F,7.92,"Action, Space, Mecha, Romance, Military, Music, Sci-Fi"
Switch,6.94,"Action, Mystery, Police"
Kodai Ouja Kyouryuu King,6.14,"Adventure, Kids, Fantasy"
Kyouran Kazoku Nikki,7.28,"Comedy, Sci-Fi"
Daraku: Onna Kyoushi Hakai,6.09,Hentai
Getter Robo,6.79,"Action, Sci-Fi, Mecha, Shounen"
Ijoku,5.7,Hentai
Requiem,5.27,Hentai
Mashou no Kao,6.12,Hentai
Endless Serenade,5.54,Hentai
Injuu Nerawareta Idol,4.73,"Demons, Hentai"
Isaku,5.61,Hentai
Isaku: Respect,5.57,Hentai
Soul Eater,7.88,"Action, Fantasy, Comedy, Supernatural, Shounen"
Utawarerumono OVA,7.22,"Action, Comedy, Fantasy"
Tears to Tiara,7.2,"Action, Adventure, Fantasy, Magic"
Kujakuou,5.95,"Action, Demons, Horror"
Lightning Trap: Leina & Laika,5.43,"Action, Sci-Fi"
Fantasia,5.45,"Comedy, Drama, Magic, Romance, Fantasy"
Shin Kujakuou,5.96,"Action, Demons, Horror"
Sengoku Kitan Youtouden,5.97,"Action, Demons, Martial Arts"
Ginga Tetsudou 999: Eternal Fantasy,6.63,"Action, Drama, Sci-Fi, Space"
JoJo no Kimyou na Bouken: Phantom Blood,7.71,"Action, Adventure, Horror, Shounen, Vampire"
Hidamari Sketch x 365,7.84,"Slice of Life, Comedy, School, Seinen"
Princess Army: Wedding★Combat,5.25,"Action, Martial Arts, Romance, Shoujo"
Kikou Kantai Dairugger XV,6.42,"Action, Sci-Fi, Adventure, Space, Mecha, Shounen"
Toshokan Sensou,7.48,"Action, Military, Comedy, Romance"
Yakushiji Ryouko no Kaiki Jikenbo,7.09,"Mystery, Police, Supernatural"
Neo Angelique Abyss,6.85,"Comedy, Fantasy, Harem, Romance, Shoujo"
Kamen no Maid Guy,7.03,"Action, Comedy, Ecchi, Super Power"
Moyashimon: Kin Gekijou Deluxe,6.76,Comedy
Nanako SOS,6.31,"Comedy, Parody, Romance, Super Power"
Blue Seed Omake,6.85,"Comedy, Parody"
Ikusa Otome Suvia,6.51,"Hentai, Fantasy"
Seimei no Kagaku: Micro Patrol,7.17,Adventure
Battle Royal High School,5.57,"Action, Horror, Super Power, Demons, Supernatural, Martial Arts"
Mobile Suit Gundam Wing: Operation Meteor,7.46,"Action, Military, Sci-Fi, Adventure, Space, Psychological, Drama, Mecha"
D.C.II S.S.: Da Capo II Second Season,7.23,"Fantasy, Comedy, Harem, Romance, Drama"
Ingoku Byoutou,5.79,Hentai
Aoi Blink,6.77,"Adventure, Fantasy"
Angel,5.44,"Comedy, Hentai, School"
Advancer Tina,5.05,"Space, Hentai, Sci-Fi"
Warau Kangofu The Animation,6.73,Hentai
Bouken Yuuki Pluster World,6.18,"Action, Sci-Fi, Adventure, Shounen"
Kaiketsu Zorori,7.06,"Adventure, Comedy"
Princess Road: Bara to Dokuro no Monshou,5.23,Hentai
Monkey Punch no Sekai: Alice,5.38,"Action, Comedy, Ecchi"
Naisho no Tsubomi,6.58,"Kids, Romance, School, Shoujo, Slice of Life, Supernatural"
Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,6.07,"Harem, Music, Ecchi, Fantasy, Seinen"
Mahou no Rouge Lipstick,5.35,Hentai
Uchiyama Aki,5.64,Hentai
Yunyun☆Paradise,5.76,Hentai
Glass no Usagi,6.65,Historical
Shownoid Mako-chan,5.42,Hentai
Bishoujo Comic Lolicon Angel: Mitsu no Aji,5.47,Hentai
Higurashi no Naku Koro ni Rei,7.44,"Mystery, Comedy, Psychological, Supernatural, Thriller"
Kurogane no Linebarrels,6.95,"Action, Mecha, Sci-Fi"
Macademi Wasshoi!,6.97,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural"
Nabari no Ou,7.29,"Action, Fantasy, Supernatural, Comedy, Drama, Shounen"
Monochrome Factor,6.99,"Action, Shounen Ai, Supernatural"
Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,6.39,"Adventure, Comedy"
Mahou no Idol Pastel Yumi,6.29,"Comedy, Fantasy, Kids, Magic, Shoujo"
Joker: Marginal City,5.34,"Action, Sci-Fi, Romance"
Ginga Eiyuu Densetsu Gaiden (1999),8.08,"Action, Military, Sci-Fi, Space, Drama"
Strike Witches,7,"Action, Ecchi, Magic, Military, Sci-Fi"
Telepathy Shoujo Ran,6.64,"Fantasy, School"
Duel Masters Movie 1: Yami no Shiro no Maryuuou,5.8,"Adventure, Kids"
Kikou Souseiki Mospeada,7.1,"Action, Mecha, Military"
"Genesis Climber Mospeada: Love, Live, Alive",6.14,"Action, Mecha, Music"
Tottemo! Luckyman,6.88,"Comedy, Super Power, Sci-Fi, Shounen"
Nijuu Mensou no Musume,7.57,"Action, Adventure, Mystery"
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,7.44,"Comedy, Parody, School"
Andromeda Stories,5.78,"Action, Drama, Fantasy, Sci-Fi, Space"
Machine Robo: Cronos no Dai Gyakushuu,6.32,"Action, Martial Arts, Mecha, Sci-Fi, Space"
Renketsu Houshiki,6.67,Hentai
Ai no Katachi: Ecchi na Onnanoko wa Kirai... Desu ka?,6.22,Hentai
Tokyo Requiem,5.8,"Demons, Hentai, Supernatural"
Kabatotto,6,Comedy
Dimension Loop,5.62,Sci-Fi
4-Day Weekend,5.66,Music
Tokimeki Memorial: Only Love Specials,6.68,"Comedy, School"
Hatsumei Boy Kanipan,6.57,"Sci-Fi, Adventure, Comedy, Mecha"
Chou Hatsumei Boy Kanipan,6.53,"Adventure, Comedy, Mecha, Romance"
Watashi to Watashi: Futari no Lotte,6.96,"Slice of Life, Kids, Shoujo"
Yes! Precure 5 GoGo!,7.12,"Action, Magic, Fantasy, School, Shoujo"
Spectral Force Chronicle Divergence,5.04,Fantasy
Kaiba,8.17,"Adventure, Mystery, Romance, Sci-Fi"
Detroit Metal City,8.14,"Music, Comedy, Seinen"
Zenryoku Usagi,6.31,"Comedy, Kids"
Flashback Game,5.4,Hentai
Seikoujo: Haitoku no Biden Dorei,5.98,Hentai
Soukou Kijo Iris,6.63,Hentai
Hakaba Kitarou,6.9,"Horror, Supernatural"
After... The Animation,5.75,"Hentai, School"
Zero no Tsukaima: Princesses no Rondo,7.4,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School"
Jigoku Shoujo Mitsuganae,7.65,"Mystery, Psychological, Supernatural"
Jack to Mame no Ki,6.36,"Fantasy, Kids"
Koala Boy Kokki,6.23,Comedy
Taiko no Tatsujin,6.02,Game
Karasu Tengu Kabuto: Ougon no Me no Kemono,5.77,"Action, Adventure, Drama, Historical"
Doraemon Movie 01: Nobita no Kyouryuu,7.1,"Adventure, Comedy"
True Blue,5.91,Hentai
True Blue: Gaiden,5.7,Hentai
Itazura na Kiss,7.53,"Comedy, Romance, Shoujo"
Glass no Kamen: Sen no Kamen wo Motsu Shoujo,6.95,"Drama, Shoujo"
Ryuuseiki Gakusaver,6.46,"Action, Sci-Fi, Space, Comedy, Parody, Mecha, School"
Parappa the Rapper,5.97,"Comedy, Fantasy"
Usavich,6.96,"Adventure, Comedy"
Usavich II,7.11,"Adventure, Comedy"
Murder,5.36,"Parody, Mystery, Vampire"
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,7.33,"Historical, Drama, Romance, Samurai, Seinen"
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,6.94,"Action, Adventure, Comedy, Seinen"
Inyouchuu The Animation,6.35,"Hentai, Supernatural, School"
Maria-sama ga Miteru 4th,7.82,"School, Shoujo, Shoujo Ai, Slice of Life"
Sekai Meisaku Douwa: Mori wa Ikiteiru,6.82,"Fantasy, Kids"
Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,6.9,"Adventure, Kids"
Tongari Boushi no Memole,6.91,"Fantasy, Magic, Shoujo"
Sekai Meisaku Douwa: Oyayubi Hime,6.16,"Fantasy, Kids"
Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,6.3,"Adventure, Fantasy"
Panda no Daibouken,6.17,"Adventure, Kids"
School Days: Valentine Days,5.91,"Comedy, Romance, School"
Grimm Douwa: Kin no Tori,6.75,"Adventure, Fantasy"
Wanwan Sanjuushi,6.73,"Adventure, Historical"
The Borgman: Last Battle,6.05,"Action, Sci-Fi, Demons"
Chouon Senshi Borgman: Lovers Rain,5.85,"Action, Sci-Fi, Demons"
Chouon Senshi Borgman 2: Shin Seiki 2058,5.75,"Action, Demons, Sci-Fi, Shounen"
Pygmalio,6.8,"Adventure, Fantasy, Shoujo"
Play Ball,6.13,"Action, Sports, Shounen"
"Nee, Chanto Shiyou Yo!",6.99,Hentai
Saiko Robot Kombock,5.4,"Mecha, Sci-Fi"
Go! Go! Itsutsugo Land,6.52,School
Yuukan Club,5.86,"Mystery, Comedy, School, Shoujo"
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),7.84,"Action, Mystery, Supernatural, Romance, Thriller"
Kara no Kyoukai 3: Tsuukaku Zanryuu,8.07,"Action, Mystery, Supernatural, Drama, Thriller"
Evangelion: 2.0 You Can (Not) Advance,8.35,"Action, Sci-Fi, Psychological, Drama, Mecha"
Evangelion: 3.0 You Can (Not) Redo,7.59,"Action, Sci-Fi, Psychological, Drama, Mecha"
The Choujo,5.99,"Comedy, Sci-Fi, Super Power"
Air Gear Special,7.31,"Sports, Shounen"
Dyogrammaton,5.3,Hentai
Hana to Hebi The Animation,5.91,Hentai
Speed,5.18,Comedy
Arrow Emblem Grand Prix no Taka,6.47,"Cars, Sports, Drama"
Yami no Teio: Kyuuketsuki Dracula,3.81,Vampire
Gakuen Nanafushigi,6.19,"Hentai, Supernatural"
Kaitou Tenshi Twin Angel,6,Magic
Sasuga no Sarutobi,6.48,"Action, Adventure, Comedy, Sports, Romance, Martial Arts"
Honoo no Alpenrose: Judy & Randy,6.78,"Historical, Drama, Romance, Shoujo"
Futari Daka,6.01,"Cars, Sports, Shounen"
Shirayuki Hime no Densetsu,6.65,"Adventure, Fantasy, Romance"
Mori no Youki na Kobito-tachi: Belfy to Lillibit,6.38,"Adventure, Fantasy, Comedy"
Hoshi no Oujisama Petit Prince,6.77,Adventure
Yume no Hoshi no Button Nose,6.48,"Kids, Adventure"
Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,5.91,"Fantasy, Mystery, Romance, Shoujo"
Idol Fight Suchie-Pai 2,4.31,"Action, Ecchi"
Space Travelers The Animation,5.38,"Sci-Fi, Space"
Soratobu Toshi Keikaku,6.01,"Sci-Fi, Music, Space"
Sasurai no Taiyou,6.51,"Music, Drama"
Space Station No.9,5.7,"Sci-Fi, Music, Space"
Portable Kuukou,5.59,"Sci-Fi, Music, Space"
Little Lulu to Chicchai Nakama,6.43,"Kids, Slice of Life, Comedy"
Shoujo Koakuma Kei,5.34,Hentai
Dokaben,5.97,"Action, Sports, School, Shounen"
Zero no Mono,5.43,Hentai
Ore wa Teppei,6.52,"Action, Shounen, Sports"
Anne no Nikki,6.82,"Drama, Historical"
Rebirth Moon Divergence,5,"Action, Fantasy"
Issunboushi (OVA),6.1,Hentai
Hoshi no Ko Chobin,6.06,"Sci-Fi, Adventure"
Ai no Gakkou Cuore Monogatari,6.58,"Slice of Life, Historical, Drama, School"
Meiken Jolie,6.73,"Adventure, Historical"
Mashin Eiyuuden Wataru,6.91,"Adventure, Comedy, Mecha, Sci-Fi, Shounen"
Himitsu no Akko-chan 2,6.18,"Magic, School, Shoujo"
Himitsu no Akko-chan 3,6.39,"Magic, School, Shoujo"
Crystal Blaze,6.16,"Action, Sci-Fi"
Chi's Sweet Home,7.7,"Comedy, Slice of Life"
Doubutsu Takarajima,6.41,Adventure
Ali Baba to 40-hiki no Touzoku,5.53,"Action, Fantasy"
Mahoutsukai Chappy,6.08,"Adventure, Kids, Magic"
Sekai Meisaku Douwa: Hakuchou no Ouji,6.65,Fantasy
"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",7.51,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
The SoulTaker: Tamashii-gari - Komugi Daisakusen,5.88,Comedy
Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,6.48,"Action, Comedy, Super Power, Seinen"
Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,6.8,"Drama, Sci-Fi, Space"
Konchuu Monogatari Minashigo Hutch,6.42,"Adventure, Comedy, Drama"
Top Secret: The Revelation,7.32,"Sci-Fi, Mystery, Police, Psychological, Shoujo"
Shaman King Specials,7.29,"Action, Comedy, Supernatural, Shounen"
Sweet Valerian Specials,5.83,"Comedy, Magic, Shoujo"
Souten no Ken Specials,6.33,"Action, Martial Arts, Historical, Shounen"
Kuro ga Ita Natsu,6.42,"Historical, Drama"
Versailles no Bara: Seimei Aru Kagiri Aishite,6.91,"Historical, Drama, Romance, Shoujo"
Kick no Oni,6.32,"Shounen, Sports"
Honey Honey no Suteki na Bouken,6.24,"Adventure, Historical, Shoujo"
Ashita e Free Kick,6.46,Sports
Mahoutsukai Sally 2,6.39,"Comedy, Magic, Shoujo"
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,6.28,"Adventure, Fantasy"
Sasurai no Shoujo Nell,6.26,"Adventure, Historical, Shoujo"
Mahou Shoujo Lalabel,6.36,"Slice of Life, Magic, Comedy, Shoujo"
Paris no Isabelle,5.73,"Historical, Drama"
Makyou Densetsu Acrobunch,6.05,"Mecha, Sci-Fi, Shounen"
Majokko Tickle,6.12,"Magic, Comedy, Shoujo"
Seijuuki Cyguard,5.28,"Mecha, Sci-Fi, Supernatural"
YU-NO,5,"Sci-Fi, Hentai"
Maze☆Bakunetsu Jikuu: Hot Springs,6.2,"Action, Comedy, Ecchi, Fantasy"
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,5.63,"Adventure, Comedy, Shounen"
Ookiku Furikabutte: Kihon no Kihon,7.27,"Sports, Drama, Seinen"
Toumei Ningen (OVA),6.6,Hentai
Junk Boy,5.98,"Comedy, Romance, Ecchi"
Sei Shoujo Sentai Lakers EX,4.96,"Hentai, Sci-Fi"
Pikkoman no Kichikumichi: Mayonaka no Milk Party,5.2,Hentai
Inbo,6.08,Hentai
Mazinger Z tai Devilman,6.13,"Adventure, Demons, Mecha, Sci-Fi, Shounen"
Ougon Bat,6.33,"Action, Sci-Fi, Super Power"
Baccano! Specials,8.15,"Action, Comedy, Historical, Mystery, Supernatural"
Spotlight,5.53,"Music, Hentai"
Wanpaku Ouji no Orochi Taiji,6.27,Adventure
H. P. Lovecraft's The Dunwich Horror and Other Stories,6.11,Horror
Ginga Sengoku Gunyuuden Rai,7.94,"Sci-Fi, Adventure, Space, Romance, Shounen"
Injuu Kyoushi,5.52,"Demons, Hentai, Horror"
Kyuukyoku no Sex Adventure Kamasutra,4.81,"Action, Comedy, Romance, Hentai, Supernatural"
Shuukaku no Yoru,5.98,Hentai
Rejuvenation,5.38,Hentai
Onikirimaru,6.24,"Action, Demons, Martial Arts, Shounen"
1001 Nights,6.3,"Demons, Fantasy, Romance, Seinen"
Time Bokan,6.52,"Adventure, Comedy, Mecha"
Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,6.29,Hentai
Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,6.45,Hentai
Resort Boin,7.31,Hentai
Shimaizuma: Shimaizuma 3 The Animation,6.82,Hentai
Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,5.74,Hentai
Kamyla,5.71,"Hentai, Police"
Reiju Gakuen,5.58,"School, Hentai"
Kamen Rider Den-O: Imagin Anime,6.58,"Action, Adventure, Comedy, Super Power, Kids"
Mobile Suit Gundam 00 Second Season,8.11,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Ugokie Kori no Tatehiki,5.71,"Comedy, Supernatural"
Issunboushi no Shusse,4.66,Supernatural
Initial D Battle Stage 2,7.65,"Action, Cars, Sports, Drama, Seinen"
Magnerobo Ga-Keen,6.25,"Action, Mecha, Sci-Fi"
Karakuri Kiden: Hiwou Senki,6.48,"Action, Adventure, Mecha, Historical"
Personal Computer Travel Tanteidan,6.12,"Kids, Adventure, Historical, Sci-Fi"
Kafun Shoujo Chuuihou! The Animation,7.11,Hentai
Oshiete Re: Maid,6.64,Hentai
Rensa Byoutou,6.85,Hentai
Binetsu Shoukougun,5.36,Hentai
Dokidoki Oyako Lesson: Oshiete H na Obenkyou,6.64,Hentai
Kakyuusei 2: Sketchbook,6,Hentai
Jarinko Chie,7.05,"Slice of Life, Comedy, Drama, Seinen"
Jarinko Chie (TV),6.29,"Slice of Life, Comedy, Drama, Seinen"
Mahou Sensei Negima!: Introduction Film,6.66,"Action, Harem, Comedy, Supernatural, Romance, Ecchi"
Injuu Daikessen,5.22,Hentai
Shimai Ijiri,5.72,Hentai
Blue Seed 1.5,6.47,"Comedy, Romance, Sci-Fi"
DNA Hunter,5.53,Hentai
Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,6.73,"Comedy, School"
Shakugan no Shana-tan II (Second),7.21,"Comedy, Parody"
Kannagi,7.32,"Comedy, School, Shounen, Supernatural"
Armored Core: Fort Tower Song,4.78,"Action, Mecha, Sci-Fi"
Chocolate Underground,6.15,"Adventure, Comedy, Kids"
Turn A Gundam I Movie: Earth Light,6.51,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Turn A Gundam II Movie: Moonlight Butterfly,6.64,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,7.39,"Comedy, Josei, Romance, Slice of Life"
Dragoon,5.78,"Adventure, Fantasy"
Kagaku Kyuujo-tai TechnoVoyager,6.1,"Action, Adventure, Mecha, Sci-Fi, Space"
Sentakuya Shin-chan,6.95,Hentai
Yu☆Gi☆Oh! 5D's,7.42,"Action, Game, Shounen"
Tetsuwan Birdy Decode,7.46,"Action, Sci-Fi, Comedy"
Mamahaha,5.61,"Drama, Hentai, Romance"
To Heart Omake,6.25,"Slice of Life, Comedy, Harem, School"
Bi-Indoushi Miija: Injoku no Gakuen,5.32,Hentai
Shokuzai no Kyoushitsu,5.29,Hentai
Kairaku Satsujin Chousakan Kouji,5.68,Hentai
Mujintou Monogatari X,5.52,Hentai
Suna no Bara: Yuki no Mokushiroku,6.27,Action
Kumo to Tulip,5.73,Adventure
Mahou Shoujo-tai Arusu the Adventure,6.77,"Adventure, Comedy, Fantasy, Magic"
Himekishi Lilia,6.8,"Hentai, Horror, Demons, Supernatural, Magic, Fantasy"
Tokubetsu Byoutou,6.41,Hentai
Tokumu Sousakan Rei & Fuko,6.23,"Hentai, Horror, Supernatural"
Dorei Maid Princess,6.56,"Hentai, Fantasy"
Canary wa Kago no Naka,6.12,Hentai
Dream Hunter Rem,6.14,"Mystery, Magic, Ecchi"
Inda no Himekishi Janne,6.33,"Hentai, Horror, Fantasy"
Heisa Byoutou,5.88,Hentai
Alignment You! You! The Animation,6.77,"Hentai, Demons, Supernatural, School"
